timestamp,emotion,confidence
1771679102.154635,sad,0.46626386046409607
1771679102.258068,sad,0.45311540365219116
1771679102.3539379,sad,0.39604243636131287
1771679102.455849,sad,0.3670266270637512
1771679102.5612879,sad,0.35044020414352417
1771679102.6640902,sad,0.33613017201423645
1771679102.761278,sad,0.3470191955566406
1771679102.862617,sad,0.356117308139801
1771679102.962417,sad,0.3790726065635681
1771679103.063591,sad,0.39328423142433167
1771679103.162344,sad,0.3837289810180664
1771679103.2648718,sad,0.39513441920280457
1771679103.360172,sad,0.3987935185432434
1771679103.4653518,sad,0.40064093470573425
1771679103.558487,sad,0.4001217186450958
1771679103.6632152,sad,0.3980247378349304
1771679103.759072,sad,0.40814507007598877
1771679103.863032,sad,0.41508978605270386
1771679103.9598038,sad,0.4281633198261261
1771679104.059763,sad,0.4317548871040344
1771679104.159672,sad,0.4328705370426178
1771679104.256806,sad,0.4219669699668884
1771679104.3586571,sad,0.41778239607810974
1771679104.458494,sad,0.40725192427635193
1771679104.558368,sad,0.39370110630989075
1771679104.659892,sad,0.39240923523902893
1771679104.758131,sad,0.3875274658203125
1771679104.860613,sad,0.37487223744392395
1771679104.960855,sad,0.36321574449539185
1771679105.059639,sad,0.3511229157447815
1771679105.158942,sad,0.34774884581565857
1771679105.2598999,sad,0.33585813641548157
1771679105.361129,sad,0.32868996262550354
1771679105.458224,sad,0.3203093707561493
1771679105.559493,sad,0.3257552683353424
1771679105.660907,sad,0.33673790097236633
1771679105.758965,sad,0.34199127554893494
1771679105.8589141,sad,0.3446328043937683
1771679105.9603012,sad,0.3549148440361023
1771679106.057448,sad,0.37263065576553345
1771679106.1580741,sad,0.3734044134616852
1771679106.256084,sad,0.3701554238796234
1771679106.360178,sad,0.3635144829750061
1771679106.458745,sad,0.35683614015579224
1771679106.561535,sad,0.35142937302589417
1771679106.659084,sad,0.3417831063270569
1771679106.7587242,sad,0.3220599889755249
1771679106.860943,sad,0.3152177631855011
1771679106.959309,happy,0.3320918381214142
1771679107.0573142,happy,0.3718361556529999
1771679107.1566331,happy,0.40997371077537537
1771679107.256512,happy,0.4371304214000702
1771679107.358947,happy,0.48154178261756897
1771679107.4574652,happy,0.5297882556915283
1771679107.5612538,happy,0.5612554550170898
1771679107.725722,happy,0.6061371564865112
1771679107.825438,happy,0.636311948299408
1771679107.926388,happy,0.6152476072311401
1771679108.0257769,happy,0.580935537815094
1771679108.1270661,happy,0.5498563647270203
1771679108.2266629,happy,0.5275284051895142
1771679108.327011,happy,0.49684566259384155
1771679108.489032,happy,0.4654633700847626
1771679108.656534,happy,0.42680320143699646
1771679108.762497,happy,0.38400229811668396
1771679108.858088,happy,0.3439211845397949
1771679108.9583302,sad,0.32365208864212036
1771679109.0602272,sad,0.34471186995506287
1771679109.162155,sad,0.36500516533851624
1771679109.259511,sad,0.37400829792022705
1771679109.560648,sad,0.3911280035972595
1771679109.658263,sad,0.4044996500015259
1771679109.760867,sad,0.39536094665527344
1771679110.2608588,sad,0.407716304063797
1771679110.420862,sad,0.4350338876247406
1771679111.162427,sad,0.4435808062553406
1771679111.261538,sad,0.4581820070743561
1771679111.363561,sad,0.46460095047950745
1771679111.524148,sad,0.4709499180316925
1771679111.828875,sad,0.467523455619812
1771679111.993001,sad,0.4885820150375366
1771679112.095476,sad,0.5131910443305969
1771679112.19666,sad,0.5165263414382935
1771679112.296021,sad,0.5195236802101135
1771679112.392888,sad,0.5291337966918945
1771679112.491075,sad,0.5396459698677063
1771679112.591522,sad,0.5583390593528748
1771679112.694035,sad,0.5753624439239502
1771679112.79373,sad,0.5745326280593872
1771679112.894413,sad,0.5525239706039429
1771679112.9951181,sad,0.5605480074882507
1771679113.093668,sad,0.5607579350471497
1771679113.190331,sad,0.5592330694198608
1771679113.291487,sad,0.5436742901802063
1771679113.3909261,sad,0.5345751047134399
1771679113.49031,sad,0.5258810520172119
1771679113.5911932,sad,0.5152618288993835
1771679113.693849,sad,0.5320398807525635
1771679113.7919512,sad,0.5316742658615112
1771679113.8925598,sad,0.5318560004234314
1771679113.9926841,sad,0.5391455888748169
1771679114.096103,sad,0.5260384678840637
1771679114.192789,sad,0.5258104801177979
1771679114.2901068,sad,0.5147784352302551
1771679114.390919,sad,0.5192328095436096
1771679114.495167,sad,0.504887044429779
1771679114.592792,sad,0.5004900693893433
1771679114.6928582,sad,0.5017364621162415
1771679114.793073,sad,0.5162280201911926
1771679114.8969688,sad,0.5259117484092712
1771679114.994299,sad,0.5171310305595398
1771679115.094209,sad,0.5196411609649658
1771679115.19502,sad,0.5065450072288513
1771679115.2935722,sad,0.5089843273162842
1771679115.3970711,sad,0.5148693323135376
1771679115.493394,sad,0.5138888955116272
1771679115.592442,sad,0.523961067199707
1771679115.6940842,sad,0.5235488414764404
1771760011.8720908,sad,0.7884621620178223
1771760012.886464,sad,0.5486021637916565
